"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000284721.1",9.51111790846829,0.000390406188057455,0.111637861860476,0.98072044753539,NA
"ENSG00000112941.14",1384.70667015145,-0.00132700492532937,0.0746078245673735,0.980746391419294,0.997169415769451
"ENSG00000265867.1",4.07052126143206,-0.000205704563238364,0.112192044420959,0.980870278361239,NA
"ENSG00000260643.2",855.30465653746,-0.00130114234642677,0.0797516966254749,0.980939371393973,0.997307437917816
"ENSG00000237251.2",14.9143018804124,0.000489216434359732,0.111068899183068,0.980994874181202,NA
"ENSG00000212664.5",32.1323371370123,0.00067956205614903,0.109436868072999,0.980995383750577,NA
"ENSG00000243303.1",9.76985234039359,-0.000321551548096796,0.11158963175211,0.981024352839286,NA
"ENSG00000235258.1",5.07337635478061,-0.000217455922156996,0.112123367611344,0.981102313204036,NA
"ENSG00000250441.1",5.07337635478061,-0.000217455922156996,0.112123367611344,0.981102313204036,NA
"ENSG00000100401.20",948.203032357268,0.00136481427626763,0.0786062149779647,0.981122213623007,0.997401521958623
"ENSG00000268518.1",17.4805218534712,-0.000400677474552324,0.110897030386604,0.981129947047806,NA
"ENSG00000201178.1",4.29638412110798,0.000248302349299374,0.11222113121535,0.981151364065712,NA
"ENSG00000154975.14",5.35346349627122,0.000296298492610466,0.112058341631022,0.981163385308106,NA
"ENSG00000228444.2",8.76699724704504,-0.000265478128493376,0.111745539944478,0.981238140114416,NA
"ENSG00000065923.10",2084.90244150476,-0.00124870872134258,0.0723298758051466,0.981263045900338,0.997401521958623
"ENSG00000232283.1",4.34685623797669,0.000260590645393341,0.11218956352905,0.981283582817463,NA
"ENSG00000149115.14",611.807121515061,-0.00119164489054356,0.0843290413533744,0.981294758336377,0.997401521958623
"ENSG00000100399.16",53.8878904020262,-0.000681543126351584,0.107477040076343,0.981299705512244,0.997401521958623
"ENSG00000164039.15",71.9783443108524,0.000904042252738368,0.106141474158089,0.981330120751987,0.997401521958623
"ENSG00000011198.10",545.045458751709,-0.00119016134968903,0.0865611403649528,0.981389048578568,0.997401521958623
"ENSG00000232303.2",15.6782346723084,0.000474855746630442,0.111072037350176,0.98143237957335,NA
"ENSG00000175224.17",1193.42714922368,-0.00188185544496442,0.0777279602218432,0.981432566109521,0.997401521958623
"ENSG00000233406.5",20.1996927151956,-0.000407899350746142,0.110760461987879,0.981450710865997,NA
"ENSG00000102100.16",137.277577471464,-0.000943773664362722,0.101342330480622,0.981554124622695,0.997434178318328
"ENSG00000284079.1",2.52772015339042,0.000188866841811423,0.112378395622755,0.981581788845654,NA
"ENSG00000255355.1",9.52530179152209,-0.000293254633958779,0.111653537993908,0.98159376644195,NA
"ENSG00000127463.15",936.187191808341,-0.00233247161846266,0.0787362030083278,0.981619254067803,0.997434178318328
"ENSG00000232762.1",61.197716409403,-0.000710329531029377,0.107080583996018,0.981636414447338,0.997434178318328
"ENSG00000272588.1",22.0150766348359,-0.000424858498972201,0.110409636573185,0.98164733516774,NA
"ENSG00000205916.12",3.53245132921196,0.000232116996166074,0.112258165702506,0.981673195894066,NA
"ENSG00000230122.1",3.53245132921196,0.000232116996166074,0.112258165702506,0.981673195894066,NA
"ENSG00000288629.1",3.53245132921196,0.000232116996166074,0.112258165702506,0.981673195894066,NA
"ENSG00000261532.1",10.5319090498166,-0.000309502268488637,0.111531655956074,0.981673337355492,NA
"ENSG00000267140.1",523.440340541795,0.00133157232996976,0.0878691519197482,0.981777840448219,0.997519715914562
"ENSG00000264272.1",31.2984556011553,-0.00051594891342936,0.109553663598679,0.981797729563182,NA
"ENSG00000230223.8",2.71992250292022,0.000189608954661917,0.112362023194249,0.981803884042592,NA
"ENSG00000259086.3",2.71992250292022,0.000189608954661917,0.112362023194249,0.981803884042592,NA
"ENSG00000083799.18",510.344393306972,0.00136972612748063,0.086109317129308,0.981857346587296,0.997542334516687
"ENSG00000236493.2",3.77700187808345,0.000233808708892386,0.112236884299076,0.98186908253563,NA
"ENSG00000257551.1",38.3334499143791,-0.000588606707623768,0.108859217292995,0.981896092939089,NA
"ENSG00000204352.4",52.5586443530797,0.000765348049053402,0.107659833815621,0.981911120692822,NA
"ENSG00000271741.1",467.24002089791,0.00131158479925213,0.0880302304267518,0.982021501776253,0.997650946770418
"ENSG00000270975.1",6.11552020569425,0.000300040541607273,0.111988889402942,0.982053827397975,NA
"ENSG00000184486.10",11.5366402256382,-0.000294273488587712,0.11143337148596,0.982059467976152,NA
"ENSG00000106554.13",8701.83694945027,0.00234857784030203,0.0679357399330248,0.982083522953692,0.997655792875775
"ENSG00000199053.3",5.31792690365211,-0.000220401886398599,0.112048752937271,0.982122055853353,NA
"ENSG00000222488.1",5.31792690365211,-0.000220401886398599,0.112048752937271,0.982122055853353,NA
"ENSG00000148429.14",6234.10738878282,0.00129971703701629,0.0710556409589977,0.982166290588816,0.99768171260861
"ENSG00000130592.17",5.0752524372536,-0.000214395843400907,0.112089468642977,0.982196811337319,NA
"ENSG00000264358.1",5.0752524372536,-0.000214395843400907,0.112089468642977,0.982196811337319,NA
"ENSG00000224057.1",478.135432456003,0.0012872898337675,0.0892994986500474,0.982223559440331,0.997681729238005
"ENSG00000248449.2",3.63564444550376,-0.000165827021152587,0.112284688495236,0.982227162160394,NA
"ENSG00000120555.13",118.491716866746,0.000977902474356707,0.103560057809544,0.982357026080857,0.997759138339163
"ENSG00000268089.3",22.7790094267319,-0.000419422357896644,0.110456342488055,0.9824588514332,NA
"ENSG00000281039.1",684.943137266202,-0.00137600311928878,0.0869099576193137,0.982523369585497,0.997869928802708
"ENSG00000267188.1",8.57291881504225,-0.000252643740622905,0.11180529652705,0.982547042731006,NA
"ENSG00000166492.9",12.7821697853852,-0.000321004443787696,0.111313097798024,0.98256066441481,NA
"ENSG00000106546.14",1778.08334666255,-0.0011513683770104,0.0733789779056845,0.982589184286729,0.997878613286353
"ENSG00000279518.1",19.5068331085378,0.000492628617548481,0.110676644955999,0.982627179758418,NA
"ENSG00000223181.1",8.17733075667903,0.00033443037384002,0.111798375509931,0.982653483067929,NA
"ENSG00000229152.2",741.099390303832,0.00131482311705389,0.0817686761622016,0.982705245214394,0.997894164012512
"ENSG00000187187.14",243.719608420428,-0.00101809205643289,0.0955488199927823,0.98271902608853,0.997894164012512
"ENSG00000238021.6",50.1961455922347,-0.000444606269807425,0.107891059252042,0.982753629868951,NA
"ENSG00000287698.1",11.5187041776384,0.000398548376752147,0.11141379709058,0.982770779066102,NA
"ENSG00000107223.13",133.316966176186,-0.000826945725202726,0.102717496309136,0.982791610985325,0.997895485387136
"ENSG00000267083.1",10.7585235506883,0.000376029242004065,0.111519639353469,0.982844117395798,NA
"ENSG00000110048.12",1731.82529041915,-0.000848493949107608,0.076206583204831,0.982888187198266,0.997895485387136
"ENSG00000163219.12",6.32265807947365,-0.000228153043068834,0.111943389511343,0.982912554682417,NA
"ENSG00000269911.1",6.32265807947365,-0.000228153043068834,0.111943389511343,0.982912554682417,NA
"ENSG00000201403.1",138.894868426309,0.00102104101363511,0.1014350381265,0.982924870010333,0.997895485387136
"ENSG00000070669.17",2890.92468362855,0.00117344917981677,0.068369403021868,0.982949386357752,0.997895485387136
"ENSG00000253093.1",9.00967171344355,-0.000253987234568415,0.111750528478066,0.98297019578496,NA
"ENSG00000215838.4",11.0333552448414,0.000363481190606364,0.111602114060515,0.983010953925663,NA
"ENSG00000223811.1",5.56060137005062,-0.000201594793376773,0.112075381392491,0.98304712915824,NA
"ENSG00000132972.19",11.0191340650866,-0.000281359646009722,0.111541639864829,0.983055780852655,NA
"ENSG00000267293.1",26.159298805175,0.000558240833551829,0.110053198120418,0.983059629089059,NA
"ENSG00000279681.1",13.2693948006552,-0.000304761574265376,0.111353714165074,0.983065079671616,NA
"ENSG00000253390.1",28.4921888853668,0.000580543431140153,0.109838427618178,0.983086789912655,NA
"ENSG00000151502.11",250.450614335494,-0.000996321613616412,0.0953195770693789,0.983089979760323,0.997922094511616
"ENSG00000188451.8",54.9487219421354,-0.000607694187006973,0.107490614739635,0.983090129489321,0.997922094511616
"ENSG00000104237.11",6.07998361307514,-0.000214975655637151,0.111987725131413,0.983122987527458,NA
"ENSG00000120656.13",1100.49904278321,0.00724639737167835,0.0773743584509231,0.983237975918576,0.998014035901509
"ENSG00000273165.1",20.5096882018863,0.000501979879095635,0.110520001543109,0.983273129367073,NA
"ENSG00000230470.1",23.3335554622942,0.000532418044816634,0.110243393580505,0.983308637867751,NA
"ENSG00000258355.1",23.3335554622942,0.000532418044816634,0.110243393580505,0.983308637867751,NA
"ENSG00000183250.12",32.3207873215961,0.000584580024204153,0.109467338504128,0.983312884173104,NA
"ENSG00000233755.1",32.3207873215961,0.000584580024204153,0.109467338504128,0.983312884173104,NA
"ENSG00000234352.9",32.0478317099161,0.00049821303797922,0.109660256624087,0.983342873766829,NA
"ENSG00000241326.1",13.1456379126949,0.000403363003024356,0.111374851448736,0.983349070397791,NA
"ENSG00000124257.7",7.1707234983845,0.000299429483090692,0.111922640470793,0.983350591324029,NA
"ENSG00000206585.1",2389.34933505258,0.000646900910744711,0.109842430085641,0.983360026516746,0.998057784309167
"ENSG00000222208.1",4.53905858750649,0.000243798238929388,0.112138576502549,0.983387986268435,NA
"ENSG00000085274.16",684.772781482753,0.0012167706651288,0.0831778126456694,0.983423357352284,0.998057784309167
"ENSG00000227225.1",7.1183752990428,0.000304323203130568,0.111877322246531,0.983432672000166,NA
"ENSG00000168748.14",7.32738925529519,-0.000233544254050187,0.111838884251539,0.983500070005511,NA
"ENSG00000207561.1",16.5584200222729,-0.000339226123931808,0.110946802673779,0.983551258427812,NA
"ENSG00000236202.1",38.6819825174391,0.000635965842767391,0.108909534507056,0.983593032955258,NA
"ENSG00000264112.1",1210.72805114504,0.00124276608206652,0.0757320653992525,0.983635796545288,0.998057784309167
"ENSG00000157800.18",1512.59044895255,0.0012115659747206,0.0751826776412464,0.983654553184653,0.998057784309167
"ENSG00000254468.2",110.561521044873,-0.000755252645828098,0.103520458670668,0.983681126516826,0.998057784309167
"ENSG00000227725.3",7.08283870642369,-0.000218154781105474,0.111910273430732,0.983689442485984,NA
"ENSG00000183479.13",100.875838628195,0.000866189574495194,0.104643482572712,0.983695608047461,0.998057784309167
"ENSG00000133422.14",622.660021636428,0.00128839801221642,0.0835111631336271,0.983711527252065,0.998057784309167
"ENSG00000262228.3",33.3778666967594,0.000506663180642577,0.109483886191804,0.983712980340673,NA
"ENSG00000047634.15",147.15032472147,0.000990114459852022,0.100901018093034,0.98373926909757,0.998057784309167
"ENSG00000269399.2",33.3255184974177,-0.000337324462243418,0.10936749932891,0.98374974188198,NA
"ENSG00000112812.16",32.874917219343,-0.000469496498034619,0.109403659648898,0.983752982671907,NA
"ENSG00000254884.1",22.8294815436006,-0.000391220891867731,0.110300755191372,0.983797868190255,NA
"ENSG00000266900.1",52.1791162602432,0.000706410727766174,0.107825269448486,0.983823950220025,NA
"ENSG00000136842.14",409.31113728067,0.00502005702597425,0.0891442300504641,0.983913831087645,0.998176772459294
"ENSG00000260589.1",38.1626002744146,0.000650607784463683,0.108880755149482,0.98393787870271,NA
