Geneid	control_1	control_2	SRRM2depl_1	SRRM2depl_2	SONdepl_1	SONdepl_2	doubledepl_1	doubledepl_2
ENSG00000120658.13	7788	5948	5796	7935	5128	4508	5191	5212
ENSG00000232540.1	0	0	0	0	0	0	0	0
ENSG00000238189.2	0	0	0	0	0	0	0	0
ENSG00000233821.1	0	0	0	0	0	0	0	0
ENSG00000270522.1	0	0	2	1	5	3	0	2
ENSG00000151773.12	496	515	467	665	600	443	634	623
ENSG00000274001.1	0	0	0	0	0	0	0	0
ENSG00000179630.10	66	26	38	44	57	45	43	80
ENSG00000281883.1	6	23	17	19	14	16	31	12
ENSG00000280060.1	0	0	0	0	0	0	0	0
ENSG00000233725.7	0	0	0	0	0	0	0	0
ENSG00000179611.3	0	0	0	0	0	0	0	0
ENSG00000226519.1	0	0	0	0	0	2	0	0
ENSG00000227258.5	270	236	217	321	474	277	415	423
ENSG00000139656.6	0	0	0	0	0	0	0	0
ENSG00000235285.1	0	0	0	0	0	0	0	0
ENSG00000276854.1	0	0	0	0	0	0	0	0
ENSG00000276319.1	0	0	0	0	0	0	0	0
ENSG00000230731.2	12	15	12	10	16	4	12	12
ENSG00000277831.1	0	0	0	0	0	0	0	0
ENSG00000151778.10	2	2	4	6	2	0	0	2
ENSG00000237361.2	0	0	0	2	0	2	0	0
ENSG00000102804.14	11751	9284	7942	12524	18577	9302	10658	12899
ENSG00000280357.1	0	0	0	0	0	0	0	0
ENSG00000225727.3	0	0	0	0	0	0	0	0
ENSG00000278156.1	22	4	22	31	10	22	29	27
ENSG00000230793.1	0	0	0	0	0	0	0	0
ENSG00000237585.1	4	0	4	8	0	0	1	4
ENSG00000276527.1	32	40	46	88	102	44	64	90
ENSG00000235097.1	0	0	0	0	0	0	0	0
ENSG00000083635.7	2967	1990	2348	3217	2831	2157	2605	2606
ENSG00000223732.2	122	89	112	92	138	81	118	96
ENSG00000133114.17	0	0	0	0	0	0	0	0
ENSG00000265802.2	0	0	0	0	0	0	0	0
ENSG00000223341.1	0	0	0	0	0	0	0	0
ENSG00000188342.11	15035	10808	12682	16915	13607	10326	12991	12817
ENSG00000271818.1	0	0	0	0	0	0	0	0
ENSG00000277358.1	0	0	0	0	0	0	0	0
ENSG00000180332.6	0	0	0	0	0	0	0	0
ENSG00000270381.1	0	0	0	0	0	0	0	0
ENSG00000133112.16	6260	4146	4601	6991	8356	4023	4431	5212
ENSG00000253051.1	0	0	0	0	0	0	0	0
ENSG00000199477.1	0	0	0	0	0	0	0	0
ENSG00000273149.1	0	0	0	0	0	0	0	0
ENSG00000170919.15	2080	1954	1618	2573	1951	1309	1472	1342
ENSG00000228886.1	0	0	0	0	0	0	0	0
ENSG00000214455.4	0	0	0	0	0	0	0	0
ENSG00000174032.16	1168	929	917	1278	868	636	605	689
ENSG00000251015.1	2	0	2	2	0	2	0	0
ENSG00000229303.1	0	0	0	0	0	0	0	0
ENSG00000136152.14	5738	4265	4834	6292	5319	3859	4856	4834
ENSG00000165837.11	107	53	83	121	122	69	104	108
ENSG00000200709.1	0	0	0	0	0	0	0	0
ENSG00000232786.1	0	0	0	0	0	0	0	0
ENSG00000228869.1	0	0	0	0	0	0	0	0
ENSG00000235366.2	0	0	0	0	0	0	0	0
ENSG00000237876.1	0	0	0	0	0	0	0	0
ENSG00000174015.9	2	0	0	0	0	0	0	0
ENSG00000274357.1	0	0	0	0	0	0	0	0
ENSG00000215475.4	0	0	0	4	0	2	0	2
ENSG00000123200.16	7276	6053	6696	8342	7069	5267	6404	6156
ENSG00000235903.8	76	47	43	82	80	42	69	69
ENSG00000080618.14	0	0	0	0	0	0	0	0
ENSG00000136167.13	96	67	51	44	96	84	98	78
ENSG00000240767.3	0	0	0	0	0	0	0	0
ENSG00000173988.12	2	2	0	0	6	2	6	8
ENSG00000252854.1	0	0	0	0	0	0	0	0
ENSG00000251106.1	0	0	0	0	0	0	0	0
ENSG00000261097.1	38	7	16	16	14	6	15	27
ENSG00000102445.18	42	56	72	120	78	62	105	97
ENSG00000223336.1	0	0	0	0	0	0	0	0
ENSG00000252385.1	0	0	0	0	0	0	0	0
ENSG00000241353.3	0	0	0	0	0	0	0	0
ENSG00000231817.8	0	0	2	2	2	2	2	0
ENSG00000285576.1	0	0	0	0	0	0	0	0
ENSG00000227019.2	0	0	0	0	0	0	0	0
ENSG00000277228.1	0	0	0	0	0	0	0	0
ENSG00000205105.6	0	0	0	0	0	0	0	0
ENSG00000230243.1	0	0	0	0	0	0	0	0
ENSG00000136141.14	14056	9487	10691	14636	11373	8628	12016	11567
ENSG00000278462.1	0	0	0	0	0	0	0	0
ENSG00000139684.13	2348	1895	2077	3007	2735	1635	2048	2434
ENSG00000102468.10	10	2	2	0	0	2	4	4
ENSG00000224517.6	0	0	0	0	0	0	0	0
ENSG00000234590.1	0	0	0	0	0	0	0	0
ENSG00000244521.3	0	0	0	0	0	0	0	0
ENSG00000136143.15	3492	2879	2625	3649	2857	2384	2641	2565
ENSG00000234145.1	0	0	0	0	0	0	0	0
ENSG00000229423.2	0	0	0	0	0	0	0	0
ENSG00000228573.1	0	0	0	0	0	0	0	0
ENSG00000260388.2	0	0	0	0	0	0	0	0
ENSG00000227848.1	0	0	0	0	0	0	0	0
ENSG00000136159.3	613	461	454	624	611	444	481	525
ENSG00000276968.1	0	0	0	0	0	0	0	0
ENSG00000136146.14	2872	2269	2212	3013	3046	2117	2579	2698
ENSG00000229111.1	0	0	0	0	0	0	0	0
ENSG00000224510.2	0	0	0	0	0	0	0	0
ENSG00000136156.13	1247	1084	927	1206	1266	808	909	946
ENSG00000231473.2	78	54	46	50	56	36	28	29
ENSG00000139687.15	3570	2961	2912	3770	2716	1822	2224	2212
ENSG00000238086.5	0	0	0	0	0	0	0	0
ENSG00000177197.7	0	0	0	0	0	0	0	0
ENSG00000277684.1	0	0	0	0	0	0	0	0
ENSG00000139679.15	0	0	0	0	0	0	0	0
ENSG00000277233.1	0	0	0	0	0	0	0	0
ENSG00000136161.12	0	0	0	0	0	0	0	0
ENSG00000274929.1	0	0	0	0	0	0	0	0
ENSG00000233456.1	0	0	0	0	0	0	0	0
ENSG00000233610.1	0	0	0	0	0	0	0	0
ENSG00000152207.7	4	0	5	0	0	0	2	2
ENSG00000225131.2	0	4	0	0	0	0	0	0
ENSG00000275202.1	14	13	10	18	18	15	9	16
ENSG00000102531.16	14290	10780	11405	15043	11888	8747	10601	10053
ENSG00000201662.1	0	0	0	0	0	0	0	0
ENSG00000223724.1	0	0	0	0	0	0	0	0
ENSG00000199788.1	0	0	0	0	0	0	0	0
ENSG00000235957.1	0	0	0	0	0	0	0	0
ENSG00000231665.1	100	63	62	135	77	47	84	66
ENSG00000102539.5	8	0	2	4	2	0	8	2
ENSG00000274351.1	3	4	4	5	4	1	2	4
ENSG00000102543.14	822	614	606	844	749	532	592	610
ENSG00000102547.18	1297	1066	987	1404	2123	1473	2067	1750
ENSG00000136169.16	769	690	785	1069	813	554	761	764
ENSG00000236577.1	0	0	0	0	0	0	0	0
ENSG00000136147.17	498	433	322	419	384	290	356	300
ENSG00000136144.11	1288	976	1050	1234	1035	729	793	824
ENSG00000176882.5	0	0	0	0	0	0	0	0
ENSG00000152213.3	4	8	0	2	1	0	0	0
ENSG00000123179.13	1311	943	827	1283	1068	747	893	953
ENSG00000102753.9	7105	5575	5946	8056	7137	4998	6598	6677
ENSG00000276436.1	0	0	0	1	4	0	0	0
ENSG00000222148.1	0	0	0	0	0	0	0	0
ENSG00000181358.3	0	0	0	0	0	0	0	0
ENSG00000200064.1	2	0	0	1	0	0	4	2
ENSG00000123178.14	576	429	507	829	933	493	616	717
ENSG00000231607.10	5878	4947	5121	6565	5107	4168	5284	4917
ENSG00000204977.9	0	0	0	0	0	0	0	0
ENSG00000264864.1	0	0	0	0	0	0	0	0
ENSG00000198553.8	0	0	0	0	0	0	0	0
ENSG00000277913.1	0	0	0	0	0	0	0	0
ENSG00000277066.1	0	0	0	0	0	0	0	0
ENSG00000208006.1	0	0	0	0	0	0	0	0
ENSG00000283785.1	0	0	0	0	0	0	0	0
ENSG00000274878.1	0	0	0	0	0	0	0	0
ENSG00000273612.1	0	0	0	0	0	0	0	0
ENSG00000277752.1	0	0	0	0	0	0	0	0
ENSG00000275559.1	0	0	0	0	0	0	0	0
ENSG00000176124.12	22018	18446	14881	20349	14157	11954	12998	11777
ENSG00000276089.1	0	0	0	0	0	0	0	0
ENSG00000214359.3	0	0	0	0	0	0	0	0
ENSG00000273541.1	0	0	0	0	0	0	0	0
ENSG00000274270.1	0	0	0	0	0	0	0	0
ENSG00000232150.3	0	0	0	0	0	0	0	0
ENSG00000223676.1	0	0	0	0	0	0	0	0
ENSG00000229323.1	0	0	0	0	0	0	0	0
ENSG00000186047.9	1490	1438	646	932	1006	788	717	632
ENSG00000237152.3	131	68	42	42	31	30	36	24
ENSG00000200711.1	0	0	0	0	0	0	0	0
ENSG00000233672.6	408	380	204	198	293	164	165	140
ENSG00000136104.20	1959	1483	1621	2093	1846	1603	2184	1981
ENSG00000123201.14	426	399	288	410	409	297	353	315
ENSG00000222920.1	0	0	0	0	0	0	0	0
ENSG00000226792.7	8	10	2	16	12	4	6	4
ENSG00000214878.2	0	0	0	0	0	0	0	0
ENSG00000274652.1	0	0	0	0	0	0	0	0
ENSG00000271242.1	0	0	0	0	0	0	0	0
ENSG00000150510.16	798	642	582	774	674	508	635	590
ENSG00000253309.6	206	238	199	267	243	158	273	245
ENSG00000266072.1	0	0	0	0	0	0	0	0
ENSG00000102786.14	6449	5392	6148	8136	6280	4787	5944	5559
ENSG00000236778.7	28	28	23	53	52	34	32	48
ENSG00000224892.6	0	0	0	0	0	0	0	0
ENSG00000243900.3	0	0	0	0	0	0	0	0
ENSG00000229906.1	0	0	0	0	0	0	0	0
ENSG00000266611.1	0	0	0	0	0	0	0	0
ENSG00000252141.1	0	0	0	0	0	0	0	0
ENSG00000139668.8	6241	4561	4382	6145	4441	3120	3450	3393
ENSG00000206920.1	0	0	0	0	0	0	0	0
ENSG00000242893.3	0	0	0	0	0	0	0	0
ENSG00000224451.2	0	0	0	0	0	0	0	0
ENSG00000285444.1	2	2	7	3	4	5	2	1
ENSG00000102796.10	0	0	0	0	0	0	0	0
ENSG00000231856.2	0	0	0	0	0	0	0	0
ENSG00000281106.3	0	0	0	0	0	0	0	0
ENSG00000123171.6	6	12	2	8	6	10	2	10
ENSG00000232872.2	25	22	23	23	24	20	23	14
ENSG00000279677.1	5	1	2	6	4	6	0	2
ENSG00000123191.14	1113	795	748	1068	737	470	641	640
ENSG00000236044.1	0	0	0	0	0	0	0	0
ENSG00000253710.3	642	515	523	756	634	423	593	577
ENSG00000253797.2	57	55	44	58	64	28	47	41
ENSG00000197168.12	608	515	398	529	510	323	316	286
ENSG00000273523.1	34	8	26	35	22	26	24	30
ENSG00000136098.16	366	316	314	437	493	337	416	411
ENSG00000243406.6	0	0	0	0	0	0	0	0
ENSG00000217576.7	22	8	6	30	24	8	6	12
ENSG00000285160.1	0	0	0	0	0	0	0	0
ENSG00000285323.1	0	0	0	0	0	0	0	0
ENSG00000272281.6	2	0	2	0	4	0	4	0
ENSG00000271564.1	0	2	2	4	4	0	4	0
ENSG00000136114.16	485	409	354	550	553	430	542	411
ENSG00000199605.1	0	0	0	0	0	0	0	0
ENSG00000136100.13	2401	1733	1931	2705	2644	1854	2286	2349
ENSG00000278238.1	8	10	15	18	32	4	22	10
ENSG00000136108.14	1490	1216	1181	1742	1718	1035	1438	1585
ENSG00000235660.2	54	14	40	44	48	14	22	30
ENSG00000244471.6	14	24	18	28	26	22	22	22
ENSG00000280296.1	0	0	0	0	0	0	0	0
ENSG00000273784.4	129	90	77	105	135	67	124	97
ENSG00000250299.6	0	0	0	0	0	0	0	0
ENSG00000139675.12	47	37	24	43	50	24	24	36
ENSG00000273723.1	119	85	82	147	105	81	43	96
ENSG00000165416.14	4547	3309	3646	4864	3632	2293	2564	2565
ENSG00000136110.12	326	254	196	278	299	208	265	191
ENSG00000211579.2	0	0	0	1	0	0	0	0
ENSG00000150276.8	0	2	0	0	0	0	0	0
ENSG00000136099.13	0	0	0	0	0	0	0	0
ENSG00000102837.6	2	0	0	6	0	0	0	0
ENSG00000237092.1	0	0	0	0	0	0	0	0
ENSG00000279325.1	0	0	0	0	0	0	0	0
ENSG00000225510.2	0	0	0	0	0	0	0	0
ENSG00000241613.3	0	0	0	0	0	0	0	0
ENSG00000273919.1	0	0	0	0	0	0	0	0
ENSG00000274316.1	0	0	0	0	0	0	0	0
ENSG00000261517.1	2	0	2	0	0	0	0	0
ENSG00000234787.7	0	0	0	2	0	0	0	0
ENSG00000271652.1	0	0	0	0	0	0	0	0
ENSG00000283126.1	0	0	0	0	0	0	0	0
ENSG00000136149.6	20	18	12	12	14	8	10	18
ENSG00000277047.4	0	0	0	0	0	0	0	0
ENSG00000278630.1	0	2	0	0	0	0	0	0
ENSG00000275071.1	0	0	0	0	0	0	0	0
ENSG00000264387.1	0	0	0	0	0	0	0	0
ENSG00000274090.1	2	0	4	0	2	1	3	1
ENSG00000228611.2	0	0	0	0	0	0	0	0
ENSG00000228319.1	0	0	0	0	0	0	0	0
ENSG00000201665.1	0	0	0	0	0	0	0	0
ENSG00000204919.1	0	0	0	0	0	0	0	0
ENSG00000229665.8	0	0	0	0	0	0	0	0
ENSG00000204918.3	0	0	0	0	0	0	0	0
ENSG00000227151.4	0	0	0	0	0	0	0	0
ENSG00000234278.3	0	0	0	0	0	0	0	0
ENSG00000271140.1	0	0	0	0	0	0	0	0
ENSG00000230009.1	0	0	0	0	0	0	0	0
ENSG00000234421.2	0	0	0	0	0	0	0	0
ENSG00000225352.1	0	0	0	0	0	0	0	0
ENSG00000118946.11	0	4	0	0	0	0	0	0
ENSG00000278722.1	0	0	0	0	0	0	0	0
ENSG00000202422.1	0	0	0	0	0	0	0	0
ENSG00000277448.1	0	0	0	0	0	0	0	0
ENSG00000232954.2	0	0	0	0	0	0	0	0
ENSG00000276208.1	0	0	0	0	0	0	0	0
ENSG00000222733.1	0	0	0	0	0	0	0	0
ENSG00000214335.3	0	0	0	0	0	0	0	0
ENSG00000223717.1	0	0	0	0	0	0	0	0
ENSG00000214281.3	0	0	0	0	0	0	0	0
ENSG00000232647.1	0	0	0	0	0	0	0	0
ENSG00000271190.1	0	0	0	0	0	0	0	0
ENSG00000239003.1	0	0	0	0	0	0	0	0
ENSG00000139734.18	13174	9913	10502	12876	9280	7875	9571	9367
ENSG00000227528.5	0	0	0	0	0	0	0	0
ENSG00000265745.2	0	0	0	0	0	0	0	0
ENSG00000223815.1	0	0	0	0	0	0	0	0
ENSG00000202151.1	0	0	0	0	0	0	0	0
ENSG00000227336.1	0	0	0	0	2	0	0	0
ENSG00000238213.1	0	0	0	0	0	0	0	0
ENSG00000277549.1	0	0	0	0	0	0	0	0
ENSG00000083544.14	5601	4824	4393	5963	5294	4219	5137	5113
ENSG00000223076.1	0	0	0	0	0	0	0	0
ENSG00000236608.1	0	0	0	0	0	0	0	0
ENSG00000225249.5	4	4	0	2	0	0	0	4
ENSG00000279657.1	0	0	0	0	0	0	0	4
ENSG00000206854.1	0	0	0	0	0	0	0	0
ENSG00000227510.3	2	4	0	2	2	0	0	0
ENSG00000266663.1	0	0	0	0	0	0	0	0
ENSG00000280165.1	0	0	0	0	0	0	0	0
ENSG00000197991.11	0	0	0	0	0	0	0	0
ENSG00000279797.1	0	0	0	0	0	0	0	0
ENSG00000234033.1	0	0	0	0	0	0	0	0
ENSG00000270856.1	0	0	0	0	0	0	0	0
ENSG00000229578.2	4	0	0	0	0	0	0	0
ENSG00000230142.2	0	0	2	0	2	0	0	0
ENSG00000227611.1	0	0	0	0	0	0	0	0
ENSG00000229307.1	0	0	0	0	0	0	0	0
ENSG00000232105.1	0	0	0	0	0	0	0	0
ENSG00000276586.1	0	0	0	0	0	0	0	0
ENSG00000271465.1	0	0	0	0	0	0	0	0
ENSG00000228669.1	0	0	0	0	0	0	0	0
ENSG00000273550.1	0	0	0	2	0	0	0	0
ENSG00000227564.2	2	0	0	0	8	2	0	0
ENSG00000231061.1	0	0	0	0	0	0	0	0
ENSG00000274052.2	0	0	0	0	0	0	0	0
ENSG00000285764.1	0	0	0	0	0	0	0	0
ENSG00000237378.3	0	0	0	0	0	0	0	0
ENSG00000202478.1	0	0	0	0	0	0	0	0
ENSG00000213232.2	0	0	0	0	0	0	0	0
ENSG00000219926.11	0	0	0	0	0	0	0	0
ENSG00000285566.1	0	0	0	0	0	0	0	0
ENSG00000227674.2	6	0	0	2	6	0	4	6
ENSG00000237849.1	0	0	0	0	0	0	0	0
ENSG00000214269.3	0	0	0	0	0	0	0	0
ENSG00000214266.2	0	0	0	0	0	0	0	0
ENSG00000236565.3	6	2	4	0	7	2	2	6
ENSG00000234767.1	0	0	0	0	0	0	0	0
ENSG00000263581.1	0	0	0	0	0	0	0	0
ENSG00000263561.1	0	0	0	0	0	0	0	0
ENSG00000235737.1	0	0	0	0	0	0	0	0
ENSG00000184226.14	14	14	12	28	14	2	22	26
ENSG00000234527.1	0	0	0	0	0	0	0	0
ENSG00000238500.1	0	0	0	0	0	0	0	0
ENSG00000228842.3	0	0	0	0	0	0	0	0
ENSG00000225263.1	0	0	0	0	0	0	0	0
ENSG00000233840.1	0	0	0	0	0	0	0	0
ENSG00000285588.1	0	0	0	0	0	0	0	0
ENSG00000214263.2	0	0	0	0	0	0	0	0
ENSG00000230040.1	0	0	0	0	0	0	0	0
ENSG00000271287.1	0	0	0	0	0	0	0	0
ENSG00000227969.1	0	0	0	0	0	0	0	0
ENSG00000231667.2	0	0	0	0	0	0	0	0
ENSG00000226537.2	0	0	0	0	0	0	0	0
ENSG00000234765.1	0	0	0	0	0	0	0	0
ENSG00000229910.1	0	0	0	0	0	0	0	0
ENSG00000236433.1	0	0	0	0	0	0	0	0
ENSG00000230405.1	0	0	0	0	0	0	0	0
ENSG00000229824.1	0	0	0	0	0	0	0	0
ENSG00000243671.3	0	0	0	0	0	0	0	0
ENSG00000281778.1	0	0	0	0	0	0	0	0
ENSG00000280580.1	0	0	0	0	0	0	0	0
ENSG00000232380.1	0	0	0	0	0	0	0	0
ENSG00000225501.1	0	0	0	0	0	0	0	0
ENSG00000235221.2	0	0	0	2	0	0	0	0
ENSG00000224640.1	0	0	0	0	0	0	0	0
ENSG00000150361.11	4	4	4	0	4	6	6	0
ENSG00000207495.1	0	0	0	0	0	0	0	0
ENSG00000232314.1	0	0	0	0	0	0	0	0
ENSG00000230223.6	0	1	0	0	0	0	2	0
ENSG00000202433.1	0	0	0	0	0	0	0	0
ENSG00000276841.1	0	0	0	0	0	0	0	0
ENSG00000226554.1	0	0	0	0	0	0	0	0
ENSG00000226846.1	18	14	16	10	14	16	22	30
ENSG00000225801.1	0	0	0	0	0	0	0	0
ENSG00000276644.4	4	8	12	18	16	10	10	10
ENSG00000236534.1	0	0	0	0	0	0	0	0
ENSG00000237816.1	0	0	0	0	0	0	0	0
ENSG00000233460.1	0	0	0	0	0	0	0	0
ENSG00000232881.2	0	0	0	0	0	0	0	0
ENSG00000212377.1	0	0	0	0	0	0	0	0
ENSG00000227952.2	0	0	0	0	0	0	0	0
ENSG00000251715.1	0	0	0	0	0	0	0	0
ENSG00000278113.1	0	0	0	0	0	0	0	0
ENSG00000199282.1	0	0	0	0	0	0	0	0
ENSG00000226617.1	6	5	5	6	3	2	4	8
ENSG00000206922.1	0	2	3	4	5	2	3	10
ENSG00000204899.5	766	522	608	852	948	442	580	656
ENSG00000136122.15	1619	1267	1409	1792	1720	1196	1719	1726
ENSG00000083520.14	3845	3099	3341	4339	4074	2751	3505	3543
ENSG00000083535.15	17518	13658	14502	19472	15213	12138	14357	14063
ENSG00000199381.1	0	0	0	0	0	0	0	0
ENSG00000232041.1	12	1	5	0	7	5	5	2
ENSG00000102554.13	11543	9334	9318	13660	14955	11436	14437	14977
ENSG00000236972.2	0	0	0	1	0	2	0	0
ENSG00000200267.1	0	0	0	0	0	0	0	0
ENSG00000201253.1	0	0	0	0	0	0	0	0
ENSG00000206697.1	0	0	0	0	0	1	0	0
ENSG00000279754.1	0	0	0	0	0	0	0	0
ENSG00000229708.1	0	0	0	0	1	0	0	2
ENSG00000224853.2	402	466	463	692	864	528	985	992
ENSG00000228295.1	0	0	0	0	0	0	0	0
ENSG00000118922.17	3037	2305	1837	2370	1305	1105	1265	1229
ENSG00000280348.1	0	0	0	0	0	0	0	0
ENSG00000279463.1	0	0	0	0	0	0	0	0
ENSG00000235532.1	2	0	0	2	2	2	2	0
ENSG00000206617.1	0	0	0	0	0	0	0	0
ENSG00000232701.1	0	0	0	0	0	0	0	0
ENSG00000177596.1	0	0	0	0	2	0	0	0
ENSG00000226240.2	13	0	4	0	1	0	4	7
ENSG00000281167.1	0	0	0	0	2	0	4	0
ENSG00000236678.7	0	0	0	0	0	0	0	0
ENSG00000225944.1	0	0	0	0	0	0	0	0
ENSG00000206812.1	0	0	0	0	0	0	0	0
ENSG00000226665.1	0	0	0	0	0	0	0	0
ENSG00000214249.3	0	4	0	4	0	4	2	0
ENSG00000223880.1	4	2	2	0	0	0	0	0
ENSG00000136111.13	15680	11643	13573	18634	14408	11844	16967	16709
ENSG00000225203.2	0	0	0	0	0	0	0	0
ENSG00000188243.12	967	922	628	846	929	764	732	710
ENSG00000118939.17	0	1	3	0	3	2	4	1
ENSG00000261553.5	0	0	0	0	0	0	0	0
ENSG00000261105.5	0	0	0	0	0	0	0	0
ENSG00000136153.19	836	637	686	871	674	510	795	727
ENSG00000228444.2	0	0	0	0	0	0	0	0
ENSG00000230902.1	0	0	0	0	0	0	0	0
ENSG00000178734.5	4	4	6	8	0	0	4	0
ENSG00000223458.2	0	0	0	0	0	0	0	0
ENSG00000261206.1	0	0	0	0	0	0	0	0
ENSG00000224933.2	0	0	0	2	0	0	0	0
ENSG00000243274.3	0	0	0	0	0	0	0	0
ENSG00000285572.1	28	21	14	30	16	2	14	16
ENSG00000284809.1	0	0	0	0	0	0	0	0
ENSG00000178695.5	12	18	14	8	26	6	15	26
ENSG00000278727.1	0	2	0	0	0	0	0	0
ENSG00000118903.6	0	0	0	0	0	0	2	0
ENSG00000102794.9	0	0	2	2	0	0	4	0
ENSG00000233873.1	0	2	0	0	0	0	1	0
ENSG00000228002.2	0	0	2	0	0	2	0	2
ENSG00000102805.14	6	8	4	8	4	0	4	0
ENSG00000283208.1	0	0	0	0	0	0	0	0
ENSG00000005812.10	0	0	0	0	0	0	0	0
ENSG00000236051.7	0	0	0	0	0	0	0	0
ENSG00000274898.1	0	0	0	0	0	0	0	0
ENSG00000005810.17	10428	7941	8677	11478	8690	6894	8743	8417
ENSG00000229521.2	0	0	0	0	0	0	0	0
ENSG00000285714.1	0	0	2	2	2	0	0	0
ENSG00000136155.16	22	24	32	30	28	48	52	49
ENSG00000224347.6	0	0	0	0	0	0	0	0
ENSG00000206800.1	0	0	0	0	0	0	0	0
ENSG00000227922.1	0	0	0	0	0	0	0	0
ENSG00000285746.1	0	0	0	0	0	0	0	0
ENSG00000139737.21	0	0	0	0	0	0	2	0
ENSG00000266325.1	0	0	0	0	0	0	0	0
ENSG00000225579.1	0	0	0	0	0	0	0	0
ENSG00000136160.15	0	2	0	0	0	0	0	0
ENSG00000234377.7	152	77	76	132	143	69	74	99
ENSG00000233379.1	0	0	0	0	0	0	0	0
ENSG00000243035.3	0	0	0	0	0	0	0	0
ENSG00000236133.1	0	0	0	0	0	0	0	0
ENSG00000229249.6	0	0	0	0	0	0	0	0
ENSG00000235625.1	0	0	0	0	0	0	0	0
ENSG00000271386.1	0	0	0	0	0	0	0	0
ENSG00000200686.1	0	0	0	0	0	0	0	0
ENSG00000229865.1	0	0	0	0	0	0	0	0
ENSG00000224686.1	0	0	0	0	0	0	0	0
ENSG00000271776.1	0	0	0	0	0	0	0	0
ENSG00000152192.7	0	0	0	0	0	0	0	0
ENSG00000152193.7	2277	1846	1652	2143	1945	1503	1700	1902
ENSG00000237109.1	0	0	0	0	0	0	0	0
ENSG00000225427.1	0	0	0	0	0	0	0	0
ENSG00000215357.2	0	0	0	0	0	0	0	0
ENSG00000230584.1	0	0	0	0	0	0	0	0
ENSG00000236277.1	2	0	0	0	0	2	0	0
ENSG00000226670.1	0	0	0	0	0	0	0	0
ENSG00000139746.15	11175	9747	10079	13415	12293	9463	11427	11373
ENSG00000252496.1	0	0	0	0	0	0	0	0
ENSG00000227354.6	437	414	447	600	685	440	672	665
ENSG00000232132.1	5	0	0	4	0	0	2	0
ENSG00000102471.14	3894	2962	3323	4540	3745	2424	3200	3191
ENSG00000227676.3	42	28	59	53	50	30	44	80
ENSG00000285902.1	36	24	34	34	32	24	33	40
ENSG00000229011.1	0	0	0	0	4	0	0	0
ENSG00000229175.1	5	2	2	8	0	0	0	0
ENSG00000284196.2	3	6	4	2	0	0	1	4
ENSG00000281721.1	0	0	0	0	0	0	0	0
ENSG00000285684.1	0	0	0	0	0	0	0	0
ENSG00000136158.11	164	116	90	132	146	80	100	85
ENSG00000202398.1	0	0	0	0	0	0	0	0
ENSG00000227862.1	0	0	0	0	0	0	0	0
ENSG00000226683.2	0	0	0	0	0	0	0	0
ENSG00000231222.1	0	0	0	0	0	0	0	0
ENSG00000229246.1	0	0	0	0	0	0	0	0
ENSG00000270415.1	0	0	0	0	0	0	0	0
ENSG00000260094.1	0	0	0	0	0	0	0	0
ENSG00000229309.2	0	0	0	0	0	2	0	0
ENSG00000222486.1	0	0	0	0	0	0	0	0
ENSG00000237148.1	0	0	0	0	0	0	0	0
ENSG00000214182.5	66	56	74	88	90	38	50	62
ENSG00000237099.1	0	0	0	0	0	0	0	0
ENSG00000270400.1	0	0	0	0	0	0	0	0
ENSG00000222791.1	0	0	0	0	0	0	0	0
ENSG00000178235.7	0	0	0	0	0	0	0	0
ENSG00000285680.1	0	0	0	0	0	0	0	0
ENSG00000215037.2	0	0	0	0	0	0	0	0
ENSG00000224188.1	0	0	0	0	0	0	0	0
ENSG00000285742.1	0	0	0	0	0	0	0	0
ENSG00000228597.1	0	0	0	0	0	0	0	0
ENSG00000232447.1	0	0	0	0	0	0	0	0
ENSG00000233349.1	0	0	0	0	0	0	0	0
ENSG00000226370.1	0	0	0	0	0	0	0	0
ENSG00000226317.2	0	10	2	2	4	2	0	2
ENSG00000285834.1	0	0	0	0	0	0	0	2
ENSG00000184564.9	0	0	0	0	0	2	0	0
ENSG00000278580.1	0	0	0	0	0	0	0	0
ENSG00000228241.1	0	0	0	0	0	0	0	0
ENSG00000232252.1	2	0	0	2	0	0	0	0
ENSG00000283371.1	0	0	0	0	0	0	0	0
ENSG00000277914.1	0	0	0	0	0	0	0	0
ENSG00000231879.1	0	0	0	0	0	0	0	0
ENSG00000233528.4	0	0	0	0	4	0	0	0
ENSG00000228074.1	0	0	0	0	0	0	0	0
ENSG00000228473.1	0	0	0	0	0	0	0	0
ENSG00000285699.1	0	0	0	0	0	0	0	0
ENSG00000232636.2	0	0	0	0	0	0	0	0
ENSG00000228824.6	4	2	2	6	0	2	0	0
ENSG00000272515.1	0	0	0	0	0	0	0	0
ENSG00000266052.1	0	0	0	0	0	0	0	0
ENSG00000165300.7	2	0	2	2	0	0	0	0
ENSG00000277640.1	0	0	0	0	0	0	0	0
ENSG00000223404.3	0	0	0	0	0	0	0	0
ENSG00000272046.1	0	0	0	0	0	0	0	0
ENSG00000232204.1	0	0	0	0	0	0	0	0
ENSG00000231019.1	0	0	0	3	0	2	2	0
ENSG00000225289.1	0	0	0	0	0	0	0	0
ENSG00000285811.1	0	0	0	0	0	0	0	0
ENSG00000229443.1	0	0	0	0	0	0	0	0
ENSG00000283130.1	0	0	0	0	0	0	0	0
