Genes	G:\18.8.23_Michal\CSSdp12_S1-B12_1_3444.d.dia	G:\18.8.23_Michal\CSSdp11_S1-B11_1_3443.d.dia	G:\18.8.23_Michal\CSSdp10_S1-B10_1_3442.d.dia	G:\18.8.23_Michal\CSSde9_S1-B9_1_3441.d.dia	G:\18.8.23_Michal\CSSde8_S1-B8_1_3440.d.dia	G:\18.8.23_Michal\CSSnp6_S1-B6_1_3438.d.dia	G:\18.8.23_Michal\CSSnp5_S1-B5_1_3437.d.dia	G:\18.8.23_Michal\CSSnp4_S1-B4_1_3436.d.dia	G:\18.8.23_Michal\CSSne3_S1-B3_1_3435.d.dia	G:\18.8.23_Michal\CSSne2_S1-B2_1_3434.d.dia	G:\18.8.23_Michal\CSSne1_S1-B1_1_3433.d.dia	G:\18.8.23_Michal\CSSde7_S1-B7_1_3439.d.dia
PHF5A	230121	208533	206747	218067	212540	232600	198478	235848	183807	188601	211713	159673
PHF6	85175	76857.3	79805.4	78458.3	75556.7	79402.8	81068.9	85310.6	91270.6	72338.6	76318.5	72240
PHF8	5111.96	3978.22	5921.56	4084.57	4455.82	4768.44	3279.52	7334.15	6148.24	3226.35	3566.98	7096.43
PHGDH	61840.5	68511.7	65942.6	58558.1	65549.9	60964.4	55217.3	52692.5	41272.1	43924.9	49074.1	40173.5
PHIP	30992.3	26798.5	28348.1	27727.5	25755.7	28113.1	32401.4	29875.9	31189.8	33201.2	33572.7	34629.1
PHKB	12518.8	11468.1	12197.8	12268.8	10186.6	12408	12338.1	13220.5	8444.42	10865.8	13145.1	8801.85
PHKG2	2720.04	1439.66	2694.93	1690.79	2871.59	1018.1		1455.7		3754.59	2188.9	3823.22
PHLDA1	75997.5	75940.8	74970.4	64384.1	84491.9	71700.2	68124.1	68673.4	60227	69009.4	63524.1	62470.8
PHLDA2	60784	61199.8	69851.5	65220.4	73519.8	57370.8	56981.7	62521.4	87735.1	68541.8	63892.9	78002.4
PHLDB2	116325	107206	112742	85371.9	87011.6	102694	113962	107016	105720	105826	99156.4	103811
PHPT1	100205	98941.8	101060	117696	101658	97437.4	109479	108564	101648	90982.3	96622.4	96837.6
PHRF1	31688.2	28438.6	31251.3	37591.3	46963.6	31420.8	34403.9	34838.7	45107.9	32719.9	50307.2	42991.4
PHYHIP	84018.1	82866	94405.1	60841.9	67622.7	30330.4	110347	84227.1	120195	95047.9	99584.9	107100
PHYKPL	13700.5	17105.4	14501.2	15198.3	16465.4	19541	11359.5	3609.23		13337.9	5646.91	10797
PI4K2A	12523.9	15043.4	13568.7	13548.8	15893.3	14088.5	12610.7	10722.5	12230.9	12797.9	11817.4	13205.2
PI4K2B	8581.05	8547.7	9062.58	7512.25	9022.9	7704.09	7267.43	9349	7036.77	6318.11	7263.72	7204.88
PI4KA	9080.71	7956.08	8415.58	11679.4	9947.07	9132.06	7700.51	7679.77	11229.2	11200.9	11781.7	9545.91
PI4KB	25696.3	23992	28651.2	25694.2	34014.1	26648.7	22024.8	23244.2	15325.2	19676.7	17268	16916.6
PIAS1	5291.55	3462.11	3951.96	2689.04	2290.01		5717.18	3344.26	5988.14	4674.91	4208.59	5527.24
PIAS2	9759.68	8763.09	9471.72	11403.5	10706.8	9172.3	7486.02	9514.12	8134.93	4456.42	7508.52	4824.76
PIAS4	2587.9	4143.15	5177.6	9256.86	8246.4	4941.5	8187.67	3610.99	8042.1	5637.15	7010.41	7058.29
PIBF1	22222.2	19106.7	22921.8	21865.7	22962.3	22185.4	21733.9	20252.2	31614.2	34756.4	29281.6	29721.9
PICALM	59119.9	65140.1	48810.6	53189.7	59035.5	55298.1	53682.5	51304.5	45667.5	43134.7	44034.4	30990.1
PIEZO1	14773.8	17990.7	13406.6	24105	16189.6	17727.9	17557.7	17959	13618.5	18052.4	18212.7	11978.1
PIGK	15536.6	13296.7	14539.6	13608.5	11292.4	14470.3	14943.6	12699.5	16645.7	18418.3	20521	18667.3
PIGS	11640.7	10515.1	12599.7	13309.8	9286.7	8933.2	12188.4	10760.1	11554.5	19058.8	15136.8	17533.7
PIH1D1	23560.9	20997.3	22416.9	21859.3	19627	18573.1	22260.5	18764.1	23044.1	26905.8	24754.8	20445.1
PIK3C2A	10238.7	11727.2	10453.3	11672.3	10845.2	11063.4	10082.3	11891	10191.3	9937.72	9297.02	9721.74
PIK3C3	17053.7	16718.7	17324.3	17369.3	13981.9	16971.3	18595.2	16834.2	16594.7	15070.4	14490.1	16601.5
PIK3CA	10874.5	12294.6	13418.7	22307.7	17174.5	14909.2	8104.97	21185.5	15980.1	17675.8	13791.7	9856.28
PIK3CB	4886.79	3988.99	3451.01	3627.02	6120.46	5130.24	4494.77	4639.3	5385.44	2730.11	3836.57	5136.34
PIK3R1	3941.23	7479.39	8471.06	6613.92	6262.83	5626.42	8247.09	7135.69	5883.59	6728.37	8846.63	4616.39
PIK3R2	11663.6	14647.4	8830.14	15296.2	17698	12596.8	10371.2	10266.3	9403.48	10220	13001.8	11036.6
PIK3R4	21548.1	23208	23119.5	23944.4	26578.4	23996.5	19914.6	27572	18781.4	23244.8	22401.2	21959
PIKFYVE	3717.9	3063.08	2856.03	4343.05	3022.17	4051.86	4459.43	3443.12	2355.69	3792.55	4267.58	4396.08
PIMREG	6785	9055.36	9907.39	8969.47	7889.24	9381.21	9181.08	9617.08	8225.32	9525.48	9966.69	12070
PIN1	36370.2	34281.6	34911.1	44625.9	35359.3	47725.4	45886.8	46385.1	59951.1	39391.4	43286.4	42211.8
PIN4	27847.3	54106.3	57213.1	55542.5	38748.8	47242.6	27078.8	57475.4	28792.4	17810.9	28410.5	20995.6
PINX1	10600.3	17953.8	12151.5	8938.62	18380.9	16796	5917.59	11150.5		3948.07	3499.28	
PIP4K2A	20813.4	21885.3	21055.7	18297.3	18448.3	22697	19722.9	19884	17602	20635.8	19628.8	23092
PIP4K2B	7830.77	6856.93	5611.94	7972.45	7493.83	9685.49	4599.41	5777.79	7832.95	4619.78	3769.44	3239.18
PIP4K2C	111856	97041.1	89158.9	100392	80447.7	113456	117007	120776	112398	108913	118753	104930
PIP4P1	14990	16468.4	16139.2	15910.5	13744.1	13832.8	14996.5	15915.4	13541.9	14290.8	17350.7	16152.2
PIP5K1A	12624.2	12275.8	13466.2	11298	11120	12053.7	13864.8	12521.7	12043.7	12690.8	11473.9	14845.8
PIR	23298.4	28917.8	23202.3	27459.4	26707	26579.4	23537.1	26762.8	20724.2	21230.9	21703.2	20201.1
PISD	15868.7	14969.2	16195.5	14441.5	20676.5	14621	17364	19646.9	8023.29	10577.2	20276.2	7757.97
PITHD1	12443	12558.2	13328.3	13523.4	9710.42	15850.3	15700.5	16098.9	19114.7	19854.6	16310.6	16024.1
PITPNA	62659.6	64019.9	61598	52284.2	52718.8	61552.5	67559.8	61540.2	52982.8	56380.9	49345.7	48497.8
PITPNB	97475.4	101848	98201.5	93633.4	104840	98781.9	93058.1	98414.2	84395.9	72055.3	96664.3	71986.9
PITPNC1	2935.1	3551.97	4373.88	3473.21	3508.25	2407.53	2242.1	2722.8			2335.86	1350.86
PITPNM1	8388.43	8576.69	8824.12	9388.97	11290.2	8019.09	8227.35	7152.14	12957.2	13386.9	15107.6	15193.3
PITRM1	47101.1	45674.3	46631.5	48282.3	50098.9	40919.4	56384.7	50344.1	50757.2	52966.7	59431.9	57824.3
PJA1	4639.11	4821.46	2576.48	2273.33	7988.54	5388.11	3441.86	1954.31	2796.38	368.511	1489.97	2085.45
PKM	1.73382e+06	1.82125e+06	1.75338e+06	1.69234e+06	2.00659e+06	1.85899e+06	1.69311e+06	1.80087e+06	1.65229e+06	1.46513e+06	1.55129e+06	1.52799e+06
PKN1	38607.9	37804.6	37864.2	41073.1	36860.1	35286	38858.1	36022.4	40603.7	43166.1	38889.4	44369.9
PKN2	236298	230623	253221	257200	234732	228315	264373	233135	240754	253926	209396	206124
PKN3	1510.26	2303.9	1156.34	3938.03	5307.93	1901.24		2859.63	2306.6	3205.97	3452.35	
PKNOX1	5734.18	5459.28	7273.87	7355.69	5140.06	5114.07	5367.42	6255.48	9241.02	6844.51	7537.11	8898.67
PKP2	51646.5	49305.7	58742.7	47551.6	37911.5	51050.8	60562.9	49112.2	66250.6	74481.5	61295.1	82038.1
PKP3	24069.4	22362.7	25980.3	32087.9	31699.2	21419.1	20998.1	21936.2	36900.4	36727	32750.4	34024.2
PKP4	13164.5	13630.5	14777.2	11741.5	10139.3	13769.9	16668.3	13524.3	16016.6	15678.6	14556.3	13611.1
PLA2G4A	20529.6	21330.4	25673	23906.8	16776.2	17929.6	21202.1	20842.2	27698.2	27391.6	21896	27572.4
PLAA	68049.7	76042.4	64274.8	66148.2	62348.8	83330.7	77316.2	82655.8	52291.2	55247.6	68380.3	51382.4
PLAUR	11096	8506.04	8146.28	6616.88	6966.25	7977.47	7665.01	6920.74	6530.82	6725.99	6548.94	6245.63
PLBD2	21280.7	16673.4	16001.2	24048.8	20285.5	17061.3	15448.4	20694.7	18728.3	16965.2	20065	19213.4
PLCB3	32010.1	32593.8	32067.7	38131.5	39887.5	32084.5	25866.4	29201.4	30625.9	34377.1	35734.6	31521
PLCB4		1121.79					1143.01	1726.29			1027.12	
PLCD3	4440.98	5346.73	5226.25	6882.92	6184.77	4341.56	5072.16	5357.44	8745.16	9763.6	9102.94	8141.04
PLCG1	10671.2	8641.71	11738.3	17246.1	12962	11071.3	10709.7	9773.42	19671.2	18115.9	19088.1	17419
PLCG2	15566.7	17318.1	16044.3	15666.3	19272.1	15683.8	12580.1	13812.8	9621.96	9195.24	11775.3	12287.9
PLCL2			9316.51			4910.51		6041.93				
PLD2	2573.74	3599.75	4553.59	4198.14	7460.79	4602.81	3540.56	1812.77	6553.74	10202.5	6824.26	5049.94
PLEC	273469	275454	269631	398295	383915	260675	279586	272333	379382	377283	395101	375855
PLEK2	15658	16272.6	18513.3	25086.7	22589.1	16353.7	21711.7	19670.3	28237.1	30120.1	27428.8	29626.1
PLEKHA1	10974	9130.79	9142.6	9238.42	9152.86	11254.3	11891.5	10486.7	9457.88	11037.1	10769.5	12008.8
PLEKHA5	27867.3	27373.1	30855.7	30783.5	27296.2	22470.8	28309.8	27390.5	33719.5	27917.2	31788	25917.8
PLEKHF2	8914.6	7328.76	7338.28	6957.23	7166.87	7398.69	8623.12	7070.47	9085.16	7893.79	9051.45	7053.49
PLEKHG3	6944.43	5863.05		2952.78	5294.03		5375.58				4651.01	
PLEKHG6	903.655	324.685	2353.7	1531.59	1247.22	1620	2056.92	190.794		2080.44	658.046	1369.89
PLEKHM2	4637.67	3634.12	5281.96	6761.34	7092.31		3956.25	3019.13	13424.8	15219.9	8122.66	11473.4
PLIN2	6238.2	8361.14	8753.43	6318.04	5919.25	5746.89	6992.45	6644.83	8615.62	7072.69	6683.73	8757.91
PLIN3	337540	335146	343446	330443	335079	374692	346239	357687	328337	317871	328314	321969
PLK1	40780.5	46466.4	48237.5	26052.2	28675.9	39827	37168.4	42200.7	26329	18326.8	21924	27823.7
PLOD1	59055.2	58830.6	58468.6	52649	50930.5	55324.2	62986	59656.1	50156.8	52286.6	55939.1	52657.9
PLOD2	7684.98	7815.16	10471	11170.6	8556.32	6441.95	10455.6	8849.41	9912.43	8868.75	10231.3	7655.5
PLOD3	9952.3	10001.8	10412.1	14342.2	14717.4	10269.1	9823.44	10177.8	16336.4	13126.3	14190.3	13003.2
PLPBP	15818.1	15434.7	15940.4	11703.2	14195.6	14829.2	13712.3	14551.3	18808	18478.1	16255.9	16098.6
PLRG1	57225.3	47688.5	44282.7	45892.3	46603.1	52179	54159.8	56012.1	39115.2	41481.2	43900.5	52151
PLS1	56755.8	74190.1	63682.8	69478.3	66613.1	66661.3	58051.9	65420.5	55314.5	57703	63253.4	52876.3
PLS3	124651	128761	136729	117723	113702	120264	119161	125576	106720	111084	115619	116303
PLVAP	13871	11890.1	11611.5	11817.1	9912.16	9435.52	14394.7	9668.52	15581.3	16937	15439.7	11470
PLXNA1	2492.78	3088.63	2607.1	4545.62	4706.39		4103.95	2095.53	1100.55	4171.39	4292.57	3787.03
PLXNB2	14975.5	13764.6	14312.1	21625.4	20682.1	13906	13278.3	14291.8	24537	28602.6	26158.4	19621.2
PM20D2	9834.06	10942.7	9000.94	9631.71	12845.4	7884.26	8635.77	9993.45	9861.36	11024.6	9082.43	8117.28
PMF1	10117.2	13094.1	8999.35	11319.9	10251.4	8797.52	8911.41	10518.8	7792.87	7583.11	8290.37	4100.17
PML	18997	20213.1	22020.1	17933.7	19708.4	18116.2	19631.4	18054	25094.4	23336.5	24895.8	25651
PMM1		4618.22	4913.39	9130.83	12544.3	4726.2	5736.79	5011.46	10370.8	10695.2	9677.4	10678.6
PMM2	64432.1	78951.3	59419.3	47993.6	46710	59087.1	53059.8	56664.3	36045.3	39174.2	51406.8	44509.9
PMPCA	80145.4	70664.7	72862.1	73932.8	72084.8	78550.5	76530.4	77602.7	71117.1	75714.8	74567.6	76111.2
PMPCB	102114	112941	101042	129494	103922	89620.9	112757	118443	120829	125397	108748	112426
PMS2P11	7313.96	9405.18	6590.16	8859.1	5889.38	8182.37	4950.11	8097.54		2063.98	4350.08	2318.59
PMVK	8041.94	9565.85	7549.6	9930.22	9056.11	8430.65	7810.24	8783.63	5563.46	4695.82	5874.61	6554.99
PNISR	30134.9	31988.7	32019.6	32439.2	36634.3	28387.3	29766.3	37019	28400	31661.3	33464.3	37627.3
PNKD	8846	6823.91	8299.54	8995.52	8847.68	8767.62	8119.11	8213.31	6599.65	8466.9	6662.07	7924.34
PNKP	11997.8	11537.1	10990.3	13948.4	10246.6	8275.01	11974.2	5749.91	19367.6	17421.4	17707	10986.3
PNLDC1	494.174			1106.07		1158.53		733.62	1207.5	722.541	1062.85	
PNN	98087.3	100753	102924	113523	121097	104978	101985	105575	118627	118780	125251	113509
PNO1	73936.3	69638.5	68437.9	61633.3	58349.5	65750.6	69721.7	66904.2	63363.8	60630.5	62872.4	63376.4
PNP	209976	221279	238022	203514	185752	214362	215486	228435	189859	187195	204262	172206
PNPLA2				4167.46	6685.69				9293.41	7824.86	9375.22	7133.82
PNPLA6	9380.24	8380.84	6158.01	11465.8	11000.9	5096.3	6080.64	8300.77	7375.88	4468.34	7654.23	4357.28
PNPO	11327.9	7589.98	8731.75	10599.8	11635	8379.48	8785.94	8208.93	12233.4	9575.32	8556.06	7459.68
PNPT1	57351.7	56568.2	55884.5	46729	43662.3	57074.4	56010.4	58783.1	48774.2	49403	51853.3	48555.9
POC1A	5428.12	2346.04	2534.59	3999.25	4435.99	3323.51	4439.86	3197.15	5480.64	6285.79	5953.84	8379.74
POC5	8111.97	9317.2	8070.52	12597.6	11871.4	8220.87	5368.85	6884.4	7493.63	5697.25	7061.66	9395.04
PODXL	38050.9	40996.6	29674	54211.7	46594.7	64919	55173.6	55586.4	42026.4	54660.6	79712.4	28479.1
POFUT1	48942.1	47179.3	45764.5	51814.2	51967.2	46883.5	55953.6	51655.8	37497.6	42117.1	57051	38102.1
POFUT2	9311.67	12328.9	11181.2	9365.5	8536.22	10465.5	6863.52	10577.5	4177.79	6521.49	5411.14	8013.48
POGK	5897.58	7017.48	7809.23	7520.2	5165.35	6503.99	5379.4	5215.2	3305.09	4102.37	4686.16	3835.9
POGLUT2	2847.09	3555.14	3480.68	3938.22	3409.5	3382.59	4807.96	4807.26	4876.37	5270.18	4953.63	4946.24
POGLUT3	17649.5	17571.6	18063.9	12857.1	14585.9	17514.9	18280.4	14128.5	20233.7	17447	13617.7	12639.1
POGZ	35426.7	33879	36205.4	35598.2	25125.6	34353.8	41200.4	34618.9	46314.4	44068.8	39187.1	38487.6
POLA1	36612	36682.6	42737	42682.3	43111.1	40856.6	38898.4	38955	44754.5	45195.2	40512.8	39855.4
POLA2	27829.4	27889.8	28057	33196.7	33615.9	28813.6	28934.6	36414.2	22864.1	24114.9	25978.2	21041.5
POLB	9031.82	7510.58	8753.54	8517.09	7592.26	8144.74	7297.01	6367.99	7895.17	7586.66	6768.06	5231.86
POLD1	31336.5	37775	33657.5	43822.3	40351.6	35732.4	32764.7	33634.6	52067.4	47069.1	53594.4	37344.2
POLD2	15337.3	14947.6	18472.8	23301.1	20311.2	16508.3	16917.7	16299	25289.7	24546	26734.9	24357.1
POLD3	29135.9	27560.6	29101.4	30370.4	28754.8	25615.6	22175.5	28553.7	29463.2	24592.4	24542.7	31905.7
POLDIP2	31073.9	28012.6	39913.4	32542.8	29177.2	33872.5	34342.7	31326.7	36314.8	36451.8	33468	31957.9
POLDIP3	99657.3	95158.9	96047.1	99857.5	105402	88742.7	98529	92681.4	91489.6	86247.3	96755.3	94081.9
POLE	132975	139664	135981	186452	189772	145779	162054	151151	185718	192578	187975	204758
POLE2	11545	12340.7	10450.3	11941.8	13891.3	11521.8	9984.17	13470	9826.25	11371.3	10606.6	9291.38
POLE3	14789.8	13897.5	17196.6	18077.8	16445.5	15984.5	16873.3	16498.4	19593.7	20826.3	16283	21619.3
POLE4	5224.28	6109.14	3466.16	4941.34	8437.53	5969.14	5570.08	6959.88	3024.76		4282.88	3216.92
POLK	6430.33	7268.74	6597.14	7239.44	6486.08	5684.82	4469.86	7388.82	4823.69	5522.52	5017.06	5914.42
POLR1A	50038.1	55588.1	50762.2	49065.2	50441.7	56006.3	46872.7	49458.6	48168.2	53986.4	51323.5	48567.3
POLR1B	31249.5	36873.7	38088.8	34859.6	32606.7	34731.9	36974.5	36211.9	31449.3	33947.5	33451.8	33685.3
POLR1C	62713.5	59075.8	53459.8	61873.7	66799.2	67563.9	65740	67559	71741.5	70560.6	62910.4	68707.6
POLR1D	71131.1	62635.2	67420.6	61510.2	51694.2	60527.7	77116.7	68253.2	64577.1	70913.8	79138.3	70494.4
POLR1E	30224.3	33994.9	31575.2	26186.5	26059.2	23781.2	24207.6	25629.4	25338.3	18274.9	22590.1	16502
POLR1F	50213.8	59982.3	67964.8	62885.1	66340.6	71221.5	35765.2	52604.5	36583.2	36623.7	35468.4	27878
POLR1G	59301.3	71054.3	59987.2	57193.8	56763.5	54589.6	58484.7	61325.9	64577.4	46144.1	56871.6	46489.7
POLR1H	18482.3	21944.5	17038.2	17663.2	21609.5	15919.6	17790.9	22402.5	15629.9	15671.7	22096.6	14261.2
POLR2A	38555.4	38090	35631.6	51445.7	52908	46900.4	44114.2	45474.9	54932.4	59933	57965.2	49647.8
POLR2B	44645.5	47458.5	48295.9	53758.7	48063.4	46388.5	52254.7	44228.6	58493.3	57296	58425.6	63377.9
POLR2C	26036.9	30560.7	24368.5	30427.8	31040.8	27364.7	30207.9	32832.1	27999.4	34683	31652	34428.9
POLR2D	45817.6	53021.5	50022.5	56685	57486.7	56683.3	51336.9	55968.9	61787.2	57136.3	61973.1	50005.5
POLR2E	37489.3	41392.7	40660.9	43199.1	49457.8	52895.6	47098.3	45648.4	38411.8	49473.9	48145.3	40696
POLR2F	46189.3	47514.2	49962.1	59117.9	53017.9	54945.3	50942.7	50298.7	52716.1	48159.5	52452.2	39671.7
POLR2G	22411.4	18628.5	16228.6	23504.9	20882.6	25672.8	20148.6	21817.6	24705.1	21640.4	23648.1	21033.4
POLR2H	18528.6	18353.7	18665.3	19787.5	24580.3	21836.4	16158.5	18880.9	18263.9	12698.8	15847.4	16971.9
POLR2I	31156.7	25222.3	31527.9	43643	35299.2	34786	45294.9	37728.1	58402.4	61644.4	51017.3	62831.3
POLR2J	18617.9	15840.4	15694	15990.2	13112.7	10776.5	24308.1	17741.4	19794.5	21330.5	17083.6	25347.1
POLR2K	42474.7	48164.4	36873.8	48385.4	54305.9	43174.9	36660.5	45547	39638.6	28236.5	43169.8	31926.6
POLR2L	20909.7	16909.5	20570.4	14535.5	16559.9	16343.4	22931.9	21426.8	23770.8	24196.4	22243.1	20223.3
POLR2M	13092.8	15021.3	19574.5	16064.7	14143.5	15045.2	16731.3	16235.8	18514.1	19052.4	14506.6	17804.2
POLR3A	10497.9	11017.7	11615.5	14655.4	13475.6	9764.83	11111.6	10453.1	15642.4	15680.6	14042.7	14217.4
POLR3B	17410.1	14692.1	16938.3	19275.2	21028.5	14094	14967.4	13535.8	22983.4	21635.2	19348	27444.1
POLR3C	19541.9	23773.9	23423.3	18533.4	17424.8	21182.5	22636.8	20116.1	15417	19375.2	18570.3	18167.1
POLR3D	29070.4	22192.3	33111.1	33926.7	26943.5	18897.7	32516.9	25709.8	42574.2	32091.4	38608	34212.4
POLR3E	16788.1	19290.8	17039.8	20898.9	20199.4	17988.2	18476.8	20050.8	14275.7	13628.4	17766	13277.1
POLR3F	16490.5	14320.9	12985.9	15611.9	14785.4	15714.2	14923.8	15935.3	14469.7	12323.3	14816.1	14997.2
POLR3G	8602.29	14920.8	14103.4	14111.3	10672.8	12203.8	12184.6	8144.77	13165.1	14375.9	13880.5	13383.4
POLRMT	20121.1	18980.8	20656.6	32478	30354.8	19539.7	19503.9	18784.5	30105.6	29486.3	30527.9	31621.8
POM121	4380.72	8401.42	2966.63	4455.07	10540.7	7472.23	4610.3		6518.7			
POM121C	14976.8	13968.9	9636.1	15369	14293.1	14665.2	15887.4	15740.6	5442.33	9449.64	15716.6	9641.31
POMC	690206	598960	571382	609237	615942	653440	685232	619270	618826	600827	553204	552814
POMK	13826.5	11042.4	14157.9	11614.5	11155.8	11203.8	14537	12762.4	14400.3	14733.1	13789.1	13842.8
POMP	194214	215281	137733	197040	187994	225672	190644	200783	113360	136913	151404	84674.6
PON2	41634.8	42860.1	47212.4	36914.3	29667.6	38106.1	44005	38930.2	38195.2	38649.6	29819.5	46281.3
POP1	73265.2	69025.5	64795.9	68633.7	64895.8	66881.7	68852.4	77307.2	63481.3	61338.8	67660.7	54250.7
POP4	29143.4	31163.6	31288.1	31371.5	31744.5	27542.6	27176.2	31147.4	25464	28051.8	29266.6	27609
POP7	25885.4	21361.6	20891.4	23115.3	20989.1	28833.5	22013.1	24838.9	17652.6	16658.3	21096.6	17137
POR	66807.1	77013	75785.6	93238	92871.8	77585.8	83032.1	73082.1	84530	75034.5	82113.9	71960.1
POTEB3	7598.3	6725.13	4657.87	5409.65	5969.17	6712.31	6313.17			6552.85	7090.5	6912.1
POTEF			2050.11		2653.55				1153.14			
POTEI	15126.2	16011.7	8916.13	12392	19559.4	17126.5	13273.4	23582.1	14331	13467.8	19056.6	10861.6
PPA1	597632	569694	576304	564551	520563	563142	549481	578098	501902	541267	529535	477466
PPA2	173870	162782	170514	141986	138873	181675	176371	171479	183875	161362	141419	158887
PPAN	35029.9	33928.1	35297.4	32905.6	32443.6	33192.3	35318.8	36301.2	32372.5	33551.9	33768.5	31729.1
PPAT	50986.4	47804.9	50612.8	43459.7	39608.3	50145.8	52761.2	49065.6	53488.3	47302.9	49689	43114.7
PPCDC	8786.71	11311.1	14288.6	9671.12	12962.5	11507	9174.54	10071.1	12196.9	13064.3	10584.1	15525.4
PPFIA1	23231.5	21198.3	23982	24800.2	22373.2	21829.5	21396.6	25468.3	21318.2	22517.6	21984.1	24503.7
PPFIA2	5347.68			7608.11	5972.77			5464.31				
PPFIBP1	192533	203085	177767	164614	166001	195188	189193	182007	157685	148657	165097	144495
PPHLN1	32806.2	29370.2	30684.1	33662.4	33931.2	31428.1	33677.1	42167.2	27912.4	31469.4	29093.6	42715.1
PPIA	1.03925e+06	1.19171e+06	1.0481e+06	1.25109e+06	1.13836e+06	986601	947829	1.21957e+06	748566	757766	1.03316e+06	719559
PPIB	278422	351754	344227	343456	320061	319973	257825	316543	284254	251684	234049	241902
PPIC	4228.71	4084.83	6252.3	4563.47	2561.37	5243.57	4979.8	4155.09	4991.49	5117.52	4129.11	5598.71
PPID	88169.4	109484	88789.4	100171	104833	90820.9	83739.2	85593.3	73328.7	64309.7	80427.2	65261
PPIE	41649.7	37126.1	42316.1	27449.3	33841	41362.5	32261.2	39624.9	35554.2	31056	35409.5	21941.8
PPIF	39766.8	38030.7	36460.2	49038.8	39874	60137.7	46075.1	41676.8	43610.8	45483.2	36926.8	32659.4
PPIG	45540.9	46237	41158.7	38761.4	39065.2	40072.9	44163	44320.3	44796.3	39102.8	43882.7	38029.4
PPIH	117234	126667	131794	89626.1	133814	145060	158881	123775	124554	131480	147376	174717
PPIL1	40439.2	44564.5	43813.9	38040.8	35263	37048.8	32982.1	38857.6	38597.6	37208.8	31556.4	32993.2
PPIL2	4815.66	3923.16	3811.93	7138.66	7627	3365.15	4812.76	4149.8	9458.11	10455.4	8037.75	7717.73
PPIL3	71446.2	76505.7	78551.4	62838.4	69014	61815.6	71230.4	77085	65829.3	77164	73257.4	77918.9
PPIL4	56524.9	56198	55374.7	52155.7	56019.6	58486.8	60991.8	66089.5	58650.7	60909.5	56924.5	60648.3
PPIP5K1	5667.61	6456.53	6344.23	7182.31	8408.01	4807.85	6161.89	10505.7	8932.06	9076.21	7843.7	10345
PPIP5K2	14314	14156.8	14046.3	13463.9	12245.7	14637.8	13917.6	16197.6	14082.7	14254.8	15131.5	11467
PPL	4601.8	3495.44	4793.76	9528.48	8970	4008.44	4397.16	4787.44	5079.08	6265.35	5900.49	6981.19
PPM1A	20821.7	22581.9	18130.1	19712	19733.9	19987.9	19296	20099.3	19306.1	17519.4	20596.5	24552.7
PPM1B	31963	28071.8	31958.9	24542.8	18452.1	32819.8	33526.9	33347.7	30253.3	25003.6	27959.2	31672.3
PPM1D	11291.7	12034.3	11682.7	9927.9	11661.2	10688.9	15239.3	12199.2	14883.1	14775.7	14270.6	11229.8
PPM1F	20452.5	19728.9	19373.7	17525	18572.8	18463.7	17778.8	19927.1	19405	21609.4	20863.6	25664.8
PPM1G	227536	204733	225605	262641	224878	231923	250024	245500	203857	244243	246579	251124
PPME1	103355	113908	104541	113924	104510	123225	98379.5	122019	81494.6	77997.3	93593	71760.3
PPP1CA	95822.5	134765	100557	116709	160775	121746	91868.7	118852	106657	76712.6	101192	38240.3
PPP1CB	88481.8	80801.5	70652.2	69035.7	43958.9	62223.7	79668.5	85646.5	57382.7	67068.1	63725.8	60272.2
PPP1CC	30223.7	43424.9	59104.9	57428.7	56740.1	65389.1	31302.3	44824.2	23465.4	18285.2	18508.7	9357.21
PPP1R10	69926.9	66634.8	68880.2	71075.7	59495.7	67048.9	61953.8	65956.9	64445.1	67048.7	66727.6	68290.4
PPP1R11	7100.1	5804.6	6616.19	9827.09	5175.26	8960.46	9162.25	8984.55	9552.72	9969.41	11010.5	10641.5
PPP1R12A	192898	187804	188020	183298	192001	200356	190214	189423	165134	179042	190275	158236
PPP1R12C	955.909	2304.76	3184.13	4457.64	3552.22	1513.77	2195.93	2662.51	5472.56	1977.42		1820.7
PPP1R13L	6003.46	6567.16	6968.93	7839.33	7951.33	7009.7	7880.38	7845.72	12299.6	13351.3	9939.99	7334.43
PPP1R14B	6557.35	5402.63	3776.14	7930.88	18010	11396.3	4125.27	16463.7	3042.13	1436.1	6026.57	
PPP1R18	24185.8	19985	22216.5	19267.6	28482.4	18661.4	24732.6	21265	28123.3	27711.4	22753.2	25352.9
PPP1R2	34872.1	33351.7	34656.8	28363.6	25397.7	33733.3	35244.8	35976.4	49832.8	43226.2	40963.7	42679.9
PPP1R21	7640.17	7356.47	7666.07	8085.87	7341.09	6978.61	5829.58	8167.3	7712.45	6935.42	7305.06	6303.48
PPP1R7	44838.4	41194.1	44974.7	42646.1	43479.1	44032.4	43183.9	41316.3	44807.2	44612.4	41677	50250.1
PPP1R8	97649.9	106992	102362	85594.8	98393.3	85750.9	96535.1	77535.9	66528.2	63177.2	79483.7	69547.9
PPP1R9A	4973.77	7443.11	6258.59	7096.47	5970.61	4763.63	7288.37	6761.59	6128.04	7519.17	8329.37	5817.25
PPP1R9B	24883.6	26055.7	23189	30253.4	32587.2	28357.6	26256.9	33334.9	27624.2	27641.4	26267.6	28609.7
